host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,dmy_Hotel room,dmy_Private room,dmy_Shared room,Borough
100%,71%,2.0,2.0,t,Upper East Side,40.76922,-73.95263,2,1.0,2.0,$71.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,1,36,12,0,5.0,4.94,4.97,5.0,5.0,5.0,4.83,1,1,0,0,1.17,1,1,1,0,0,0,0,Manhattan
100%,78%,1.0,1.0,t,Prospect-Lefferts Gardens,40.66156,-73.95902,4,,2.0,$109.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,5,35,125,83,6,0,4.98,4.96,4.99,5.0,5.0,4.92,4.89,1,1,0,0,2.12,1,1,1,0,0,0,0,Brooklyn
100%,99%,2.0,2.0,t,Harlem,40.80752,-73.95279,8,4.0,4.0,"$1,100.00 ",6,90,5.0,6.0,1125.0,1125.0,6.0,1125.0,0,0,0,31,18,7,0,5.0,4.94,4.94,4.94,5.0,4.83,4.83,2,2,0,0,0.57,1,1,1,1,0,0,0,Manhattan
100%,96%,34.0,34.0,t,Washington Heights,40.84135,-73.94011,2,1.0,1.0,$65.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,35,65,340,6,3,1,4.67,4.83,4.33,5.0,5.0,4.5,3.67,34,30,4,0,0.17,0,1,1,0,0,1,0,Manhattan
100%,100%,6.0,6.0,t,Sunnyside,40.73498,-73.91854,2,1.0,1.0,$71.00 ,1,27,1.0,1.0,1125.0,1125.0,1.0,1125.0,15,45,75,350,36,10,0,4.67,4.81,4.58,4.89,4.86,4.89,4.64,6,0,6,0,1.23,0,1,1,1,0,1,0,Queens
0%,36%,1.0,1.0,t,Upper East Side,40.76121,-73.95962,1,1.0,,$70.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,0,0,7,7,11,4,0,4.9,5.0,4.5,5.0,5.0,5.0,4.9,1,0,1,0,0.28,0,0,1,0,0,1,0,Manhattan
96%,99%,16.0,16.0,t,Gramercy,40.73471,-73.98546,2,1.0,1.0,$55.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,12,20,50,295,3,2,1,5.0,5.0,4.67,5.0,5.0,5.0,5.0,9,0,9,0,0.1,0,0,1,1,0,1,0,Manhattan
0%,38%,7.0,7.0,t,Bushwick,40.69808,-73.92776,16,6.0,8.0,$500.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,15,0,0,4.33,4.53,3.93,5.0,4.73,4.6,4.4,6,1,5,0,0.38,0,1,1,0,0,0,0,Brooklyn
71%,81%,2.0,2.0,t,Bushwick,40.69203,-73.91574,2,1.0,1.0,$60.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,30,60,90,365,2,0,0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3,0,3,0,0.05,0,1,1,1,0,1,0,Brooklyn
97%,94%,4.0,4.0,t,Bedford-Stuyvesant,40.68966,-73.94624,4,,2.0,$115.00 ,1,26,1.0,1.0,1125.0,1125.0,1.0,1125.0,15,33,63,64,240,63,2,4.78,4.88,4.68,4.92,4.93,4.75,4.74,4,4,0,0,6.07,0,1,1,0,0,0,0,Brooklyn
100%,82%,32.0,32.0,t,Upper East Side,40.769516,-73.956444,2,,2.0,$130.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,13,43,73,348,15,3,0,4.73,4.93,4.8,4.73,4.87,4.8,4.53,31,31,0,0,0.39,0,1,1,0,0,0,0,Manhattan
100%,100%,1.0,1.0,t,Kew Gardens Hills,40.72388,-73.81677,2,1.0,1.0,$95.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,7,13,42,121,162,49,3,4.86,4.88,4.94,4.93,4.92,4.73,4.77,1,1,0,0,4.08,0,1,1,1,0,0,0,Queens
91%,99%,4.0,4.0,t,Bushwick,40.68765,-73.90816,2,1.0,1.0,$52.00 ,3,28,3.0,3.0,28.0,28.0,3.0,28.0,2,3,31,31,83,16,3,4.81,4.94,4.69,4.93,4.8,4.76,4.82,4,0,4,0,2.04,0,1,1,1,0,1,0,Brooklyn
100%,100%,1.0,1.0,t,SoHo,40.72668,-74.00484,2,1.0,1.0,$265.00 ,3,60,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,8,9,9,36,4,0,4.92,4.97,4.64,5.0,5.0,5.0,4.61,1,0,1,0,1.39,1,1,1,1,0,1,0,Manhattan
100%,64%,5.0,5.0,t,Greenpoint,40.73263,-73.95918,2,1.0,1.0,$305.00 ,3,1125,1.0,3.0,999.0,999.0,2.4,999.0,18,46,76,256,10,10,2,4.4,4.1,4.5,4.6,4.5,4.6,4.2,2,2,0,0,5.56,0,1,1,1,0,0,0,Brooklyn
100%,64%,5.0,5.0,t,Greenpoint,40.73216,-73.95881,2,1.0,2.0,$398.00 ,3,1125,1.0,3.0,999.0,999.0,2.4,999.0,18,48,78,168,5,3,0,4.0,4.4,4.4,4.8,4.8,4.8,4.6,2,2,0,0,0.13,0,1,1,1,0,0,0,Brooklyn
100%,97%,3.0,3.0,t,Bushwick,40.68722,-73.91426,4,3.0,3.0,$120.00 ,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,59,7,0,4.85,4.9,4.8,4.95,4.92,4.81,4.8,2,2,0,0,1.82,0,1,1,0,0,0,0,Brooklyn
100%,100%,1.0,1.0,t,Washington Heights,40.83666,-73.9403,2,1.0,1.0,$69.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,49,77,167,69,5,3,4.57,4.77,4.93,4.91,4.65,4.39,4.65,1,0,1,0,1.72,1,0,1,1,0,1,0,Manhattan
81%,76%,9.0,9.0,t,Upper East Side,40.75934,-73.96075,2,,1.0,$75.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,3,33,63,91,8,3,0,4.88,4.88,4.88,4.88,5.0,4.88,4.88,16,16,0,0,0.29,0,1,1,0,0,0,0,Manhattan
86%,56%,2.0,2.0,t,Williamsburg,40.70636,-73.95463,2,1.0,1.0,$171.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,6,24,51,51,9,0,0,5.0,5.0,5.0,4.86,4.86,5.0,4.86,2,2,0,0,0.25,0,1,1,0,0,0,0,Brooklyn
0%,,1.0,1.0,t,Midtown,40.76618,-73.97886,5,2.0,2.0,$699.00 ,30,62,30.0,30.0,62.0,62.0,30.0,62.0,28,58,88,88,3,0,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1,1,0,0,0.08,0,1,1,0,0,0,0,Manhattan
100%,93%,3.0,3.0,t,University Heights,40.86222,-73.90217,1,1.0,,$75.00 ,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,29,59,89,364,14,11,1,4.5,4.5,4.57,4.29,4.21,4.29,4.43,3,1,2,0,2.92,0,0,1,1,0,1,0,Bronx
100%,100%,1.0,1.0,t,Inwood,40.86839,-73.92015,4,1.0,1.0,$101.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,3,32,307,69,18,2,4.84,4.88,4.83,4.94,4.99,4.81,4.81,1,1,0,0,1.89,1,1,1,1,0,0,0,Manhattan
100%,100%,1.0,1.0,t,Canarsie,40.64033,-73.89385,2,1.0,2.0,$105.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,49,79,259,170,51,5,4.93,4.94,4.96,4.98,4.96,4.89,4.95,1,1,0,0,5.76,1,1,1,0,0,0,0,Brooklyn
100%,94%,2.0,2.0,t,Sunset Park,40.6515,-74.00535,1,1.0,1.0,$76.00 ,2,93,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,32,61,151,68,20,3,4.99,4.96,4.97,4.93,4.99,4.87,4.91,2,0,2,0,1.84,1,1,1,0,0,1,0,Brooklyn
90%,100%,1.0,1.0,t,Harlem,40.80473,-73.94927,5,1.0,3.0,$164.00 ,3,28,3.0,3.0,28.0,28.0,3.0,28.0,13,37,67,342,51,3,0,4.24,4.57,4.25,4.82,4.75,4.76,4.41,1,1,0,0,1.27,0,0,1,0,0,0,0,Manhattan
100%,100%,3.0,3.0,t,Bedford-Stuyvesant,40.68125,-73.94837,2,1.0,1.0,$135.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,23,47,76,351,197,43,4,4.89,4.92,4.92,4.95,4.94,4.83,4.82,3,2,1,0,5.24,1,1,1,1,0,1,0,Brooklyn
100%,97%,2.0,2.0,t,Harlem,40.82127,-73.94875,2,1.0,2.0,$157.00 ,1,999,1.0,3.0,1125.0,1125.0,1.4,1125.0,12,23,53,322,105,17,3,4.95,4.95,4.8,4.92,4.97,4.89,4.9,1,0,1,0,2.65,1,1,1,0,0,1,0,Manhattan
100%,100%,3.0,3.0,t,Bedford-Stuyvesant,40.67987,-73.94863,2,1.0,1.0,$139.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,13,29,59,334,228,56,5,4.92,4.95,4.91,4.96,4.93,4.83,4.89,3,2,1,0,6.11,1,1,1,1,0,0,0,Brooklyn
100%,94%,2.0,2.0,t,Sunset Park,40.64315,-74.01656,2,1.0,1.0,$71.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,6,36,311,30,20,2,4.9,4.97,5.0,4.93,4.93,4.9,4.9,2,1,1,0,6.82,0,1,1,0,0,1,0,Brooklyn
100%,98%,1.0,1.0,t,Crown Heights,40.66726,-73.93059,3,1.0,2.0,$73.00 ,1,21,1.0,2.0,21.0,21.0,1.4,21.0,11,26,56,236,153,32,4,4.8,4.86,4.77,4.93,4.91,4.73,4.82,1,0,1,0,3.89,1,1,1,0,0,1,0,Brooklyn
86%,88%,1.0,1.0,t,SoHo,40.72425,-73.99797,6,2.0,4.0,$550.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,31,5,0,4.97,5.0,4.9,4.9,5.0,5.0,4.97,1,1,0,0,1.1,1,1,1,0,0,0,0,Manhattan
88%,0%,1.0,1.0,t,Chelsea,40.74496,-74.0035,4,1.0,1.0,"$1,150.00 ",5,360,5.0,5.0,360.0,360.0,5.0,360.0,27,57,87,177,6,0,0,4.67,4.83,4.67,5.0,4.83,5.0,4.67,1,1,0,0,0.16,0,1,1,0,0,0,0,Manhattan
100%,90%,2.0,2.0,t,Flatbush,40.64046,-73.95391,10,4.0,5.0,$203.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,18,30,60,333,102,20,2,4.73,4.77,4.74,4.85,4.85,4.64,4.69,2,2,0,0,2.91,0,0,1,0,0,0,0,Brooklyn
100%,81%,2.0,2.0,t,Bedford-Stuyvesant,40.68441,-73.93886,2,1.0,1.0,$57.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,11,13,43,43,79,6,0,4.8,4.9,4.66,4.97,4.94,4.85,4.85,2,0,2,0,1.98,1,1,1,0,0,1,0,Brooklyn
100%,100%,2.0,2.0,t,Williamsburg,40.71235,-73.9615,1,1.0,1.0,$50.00 ,90,180,90.0,90.0,1125.0,1125.0,90.0,1125.0,0,0,0,0,6,0,0,4.83,4.5,4.83,4.67,4.83,4.67,4.83,3,0,3,0,0.26,0,1,1,0,0,1,0,Brooklyn
100%,63%,163.0,163.0,t,Harlem,40.81076,-73.94354,1,1.0,1.0,$45.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,1,31,306,4,0,0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,163,34,129,0,0.14,0,1,1,0,0,1,0,Manhattan
60%,100%,1.0,1.0,t,Williamsburg,40.7117,-73.95781,2,,1.0,$85.00 ,2,90,2.0,2.0,90.0,90.0,2.0,90.0,0,0,0,0,7,0,0,4.67,4.67,4.33,4.67,4.5,5.0,4.5,1,1,0,0,0.18,0,1,1,0,0,0,0,Brooklyn
50%,0%,2.0,2.0,t,College Point,40.78086,-73.84665,2,1.0,1.0,$58.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,8,20,20,52,0,0,4.76,4.92,4.75,4.94,4.88,4.59,4.76,1,0,1,0,1.71,0,1,1,0,0,1,0,Queens
100%,71%,1.0,1.0,t,Williamsburg,40.70985,-73.96518,1,2.0,1.0,$100.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,22,0,0,4.29,4.38,4.0,4.9,4.9,4.86,4.43,1,0,1,0,0.59,0,1,1,1,0,1,0,Brooklyn
100%,90%,2.0,2.0,t,Long Island City,40.74462,-73.95128,6,2.0,3.0,$175.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,71,0,0,4.97,5.0,4.94,4.97,5.0,4.97,4.76,1,1,0,0,1.94,1,1,1,0,0,0,0,Queens
92%,91%,6.0,6.0,t,Jamaica,40.67162,-73.77911,2,1.0,1.0,$60.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,23,53,82,82,94,22,1,4.74,4.82,4.81,4.67,4.65,4.78,4.69,6,1,5,0,2.94,0,1,1,1,0,1,0,Queens
100%,95%,2.0,2.0,t,Richmond Hill,40.69747,-73.82682,6,3.0,4.0,$295.00 ,3,28,3.0,3.0,28.0,28.0,3.0,28.0,30,55,85,360,31,9,1,4.97,4.94,4.84,4.97,4.94,4.87,4.87,2,2,0,0,0.77,1,1,1,0,0,0,0,Queens
98%,85%,101.0,101.0,t,Murray Hill,40.75072,-73.9767,4,2.0,2.0,$175.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,0,3,0,0,5.0,5.0,2.67,5.0,5.0,4.67,5.0,101,101,0,0,0.14,0,1,1,0,0,0,0,Manhattan
98%,85%,101.0,101.0,t,Murray Hill,40.75107,-73.9781,2,,,$133.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,307,8,3,0,5.0,5.0,5.0,4.88,5.0,5.0,4.63,101,101,0,0,0.24,0,1,1,0,0,0,0,Manhattan
100%,100%,8.0,8.0,t,East Elmhurst,40.76927,-73.87334,6,1.0,3.0,$89.00 ,1,29,1.0,1.0,29.0,29.0,1.0,29.0,0,0,0,0,253,82,5,4.48,4.53,4.35,4.73,4.77,4.68,4.39,7,1,6,0,6.26,0,1,1,0,0,1,0,Queens
100%,100%,3.0,3.0,t,Bushwick,40.68773,-73.91614,8,3.0,4.0,$176.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,12,13,199,52,20,2,4.35,4.37,4.27,4.67,4.62,4.62,4.38,3,3,0,0,1.4,0,0,1,1,0,0,0,Brooklyn
100%,89%,2.0,2.0,t,Concourse Village,40.83053,-73.92059,2,1.0,1.0,$95.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,42,0,0,4.69,4.81,4.67,4.79,4.86,4.81,4.76,2,0,2,0,1.43,0,0,1,1,0,1,0,Bronx
74%,48%,23.0,23.0,t,Bushwick,40.68585,-73.91564,2,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,3,1,0,3.33,4.0,3.67,3.67,5.0,4.33,4.67,23,6,17,0,0.08,0,1,1,0,0,1,0,Brooklyn
100%,74%,2.0,2.0,t,Edgemere,40.59618,-73.76897,2,1.0,1.0,$230.00 ,1,120,1.0,1.0,120.0,120.0,1.0,120.0,23,53,83,358,23,15,1,5.0,5.0,5.0,5.0,5.0,4.83,4.87,2,1,1,0,0.61,1,0,1,0,0,0,0,Queens
70%,21%,1.0,1.0,t,Jackson Heights,40.75232,-73.88695,3,1.0,1.0,$59.00 ,1,31,1.0,1.0,31.0,31.0,1.0,31.0,27,48,78,78,4,0,0,5.0,5.0,5.0,4.33,4.67,5.0,5.0,1,0,1,0,0.1,0,1,1,0,0,1,0,Queens
100%,36%,6.0,6.0,t,Midtown,40.76043,-73.97403,2,1.0,1.0,$699.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,10,37,312,11,1,0,5.0,5.0,5.0,5.0,4.91,5.0,4.82,6,6,0,0,0.42,1,1,1,0,0,0,0,Manhattan
100%,50%,2.0,2.0,t,Far Rockaway,40.59266,-73.75706,4,2.0,2.0,$200.00 ,30,150,30.0,30.0,150.0,150.0,30.0,150.0,24,54,84,358,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.53,0,1,1,0,0,0,0,Queens
100%,100%,4.0,4.0,t,Crown Heights,40.67367,-73.95474,4,1.0,2.0,$120.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,2,4,31,306,5,0,0,4.6,4.8,4.8,5.0,5.0,4.8,4.8,3,1,2,0,0.13,0,1,1,1,0,1,0,Brooklyn
90%,100%,1.0,1.0,t,East Village,40.72802,-73.98873,4,,2.0,$339.00 ,2,30,2.0,2.0,30.0,30.0,2.0,30.0,9,23,23,54,114,10,3,4.67,4.87,4.48,4.91,4.88,4.89,4.66,1,1,0,0,4.33,1,0,1,0,0,0,0,Manhattan
100%,40%,1.0,1.0,t,Williamsburg,40.71556,-73.95432,3,1.0,1.0,$165.00 ,10,90,10.0,10.0,90.0,90.0,10.0,90.0,0,0,0,0,26,9,0,4.88,4.96,4.79,4.79,4.96,5.0,4.54,1,1,0,0,0.75,0,1,1,0,0,0,0,Brooklyn
100%,46%,1.0,1.0,t,Fort Hamilton,40.61961,-74.03627,2,,1.0,$250.00 ,2,30,2.0,2.0,30.0,30.0,2.0,30.0,30,60,89,89,31,7,1,4.9,4.93,4.97,5.0,5.0,5.0,4.87,1,1,0,0,0.75,1,1,1,0,0,0,0,Brooklyn
100%,95%,2.0,2.0,t,Richmond Hill,40.6962,-73.82682,6,3.0,4.0,$350.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,30,55,85,360,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.05,1,1,1,0,0,0,0,Queens
100%,47%,1.0,1.0,t,Crown Heights,40.66852,-73.92438,4,2.0,2.0,$175.00 ,14,120,14.0,14.0,120.0,120.0,14.0,120.0,0,0,24,24,14,3,1,4.93,5.0,5.0,5.0,4.93,4.57,4.86,1,1,0,0,0.47,1,1,1,0,0,0,0,Brooklyn
100%,94%,1.0,1.0,t,Upper East Side,40.7633,-73.95971,2,,1.0,$113.00 ,4,60,4.0,4.0,60.0,60.0,4.0,60.0,0,0,0,0,25,10,1,4.72,4.88,4.36,4.92,4.8,4.88,4.56,1,1,0,0,0.9,1,1,1,0,0,0,0,Manhattan
100%,78%,1.0,1.0,t,Long Island City,40.74355,-73.95154,6,2.0,2.0,$239.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,81,3,1,4.9,4.94,4.86,4.98,4.94,4.98,4.67,1,1,0,0,2.64,1,1,1,0,0,0,0,Queens
50%,,2.0,2.0,t,Sheepshead Bay,40.58512,-73.93959,2,1.0,1.0,$79.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,5,0,0,4.8,5.0,4.8,5.0,5.0,5.0,5.0,2,0,2,0,0.19,0,1,1,0,0,1,0,Brooklyn
100%,100%,3.0,3.0,t,Bedford-Stuyvesant,40.68866,-73.94845,2,1.0,1.0,$80.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,49,0,0,4.34,4.53,4.13,4.83,4.85,4.66,4.4,2,0,2,0,1.61,0,1,1,1,0,1,0,Brooklyn
90%,36%,3.0,3.0,t,South Slope,40.66201,-73.98125,1,1.0,1.0,$71.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,5,35,65,65,14,3,0,4.86,4.93,4.86,4.86,4.93,4.93,4.93,2,0,2,0,0.54,0,1,1,0,0,1,0,Brooklyn
100%,100%,1.0,1.0,t,Jamaica,40.68981,-73.80105,4,1.0,1.0,$80.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,2,32,62,337,27,1,0,4.78,4.81,4.74,4.85,4.78,4.63,4.74,1,1,0,0,0.67,0,1,1,0,0,0,0,Queens
100%,82%,1.0,1.0,t,Woodside,40.7418,-73.89558,2,,2.0,$60.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,3,6,6,6,6,3,1,4.67,4.83,4.17,5.0,5.0,4.67,4.5,1,1,0,0,0.16,0,1,1,0,0,0,0,Queens
100%,100%,7.0,7.0,t,Bedford-Stuyvesant,40.6957,-73.93488,2,1.0,1.0,$98.00 ,7,150,7.0,7.0,1125.0,1125.0,7.0,1125.0,14,38,68,68,32,5,1,4.88,4.94,4.84,4.91,4.94,4.88,4.91,4,0,4,0,1.06,1,1,1,1,0,1,0,Brooklyn
100%,92%,1.0,1.0,t,Greenpoint,40.72696,-73.95478,2,1.0,1.0,$176.00 ,3,27,3.0,3.0,27.0,27.0,3.0,27.0,0,3,27,117,63,21,4,4.94,4.95,4.9,5.0,5.0,4.97,4.89,2,2,0,0,1.93,1,1,1,0,0,0,0,Brooklyn
89%,85%,4.0,4.0,t,Woodside,40.74427,-73.90541,2,1.0,1.0,$50.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,25,51,81,356,34,17,3,4.29,4.41,4.59,4.18,4.24,4.68,4.5,4,0,4,0,0.95,0,0,1,1,0,1,0,Queens
89%,85%,4.0,4.0,t,Woodside,40.74456,-73.90574,1,1.0,1.0,$45.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,17,47,77,352,56,26,1,4.58,4.69,4.67,4.35,4.4,4.89,4.58,4,0,4,0,1.47,0,0,1,0,0,1,0,Queens
0%,0%,1.0,1.0,t,Windsor Terrace,40.65163,-73.97435,5,3.0,3.0,$225.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,10,23,53,143,2,0,0,4.5,5.0,3.5,5.0,5.0,5.0,5.0,1,1,0,0,0.09,0,0,1,0,0,0,0,Brooklyn
100%,63%,163.0,163.0,t,Sunnyside,40.7365,-73.92049,1,1.0,1.0,$43.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,30,305,10,4,1,4.7,4.7,4.5,5.0,5.0,4.9,4.8,163,34,129,0,0.31,0,1,1,0,0,1,0,Queens
100%,100%,3.0,3.0,t,Harlem,40.79992,-73.95096,2,1.0,1.0,$130.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,21,31,61,61,100,30,4,4.85,4.77,4.85,4.79,4.86,4.5,4.74,1,0,1,0,2.54,1,1,1,1,0,1,0,Manhattan
100%,98%,0.0,0.0,t,Bedford-Stuyvesant,40.68757,-73.92117,2,1.0,1.0,$61.00 ,1,35,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,0,0,81,28,2,4.79,4.84,4.75,4.95,4.89,4.83,4.79,1,0,1,0,2.14,0,1,1,0,0,1,0,Brooklyn
100%,90%,2.0,2.0,t,Flatbush,40.64045,-73.9534,2,1.0,2.0,$82.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,20,50,80,260,94,4,0,4.71,4.84,4.8,4.91,4.93,4.54,4.62,2,2,0,0,2.47,0,0,1,0,0,0,0,Brooklyn
100%,71%,2.0,2.0,t,Upper West Side,40.80108,-73.96195,2,1.0,,$147.00 ,4,10,4.0,4.0,10.0,10.0,4.0,10.0,2,2,2,40,5,4,1,5.0,5.0,5.0,4.4,4.8,5.0,5.0,2,2,0,0,0.22,1,1,1,0,0,0,0,Manhattan
100%,100%,1.0,1.0,t,Cypress Hills,40.67819,-73.89364,5,2.0,5.0,$155.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,17,43,213,51,10,1,4.96,4.94,4.92,4.92,5.0,4.86,4.9,1,1,0,0,1.34,1,1,1,1,0,0,0,Brooklyn
100%,100%,2.0,2.0,t,Inwood,40.86731,-73.92418,2,1.0,1.0,$59.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,13,43,318,34,0,0,4.85,4.91,4.82,4.97,5.0,4.82,4.91,1,0,1,0,0.93,1,1,1,0,0,1,0,Manhattan
90%,88%,1.0,1.0,t,Prospect Heights,40.67857,-73.97314,5,3.0,4.0,$514.00 ,3,364,3.0,3.0,364.0,364.0,3.0,364.0,11,22,46,317,73,24,2,4.79,4.82,4.77,4.9,5.0,4.97,4.66,1,1,0,0,1.83,0,1,1,0,0,0,0,Brooklyn
100%,99%,2.0,2.0,t,Astoria,40.75619,-73.91831,2,1.0,1.0,$70.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,20,46,76,166,8,7,4,4.5,4.5,4.5,4.5,4.88,4.5,4.5,2,0,2,0,0.2,1,1,1,1,0,1,0,Queens
100%,100%,1.0,1.0,t,Carroll Gardens,40.68454,-73.99887,4,1.0,2.0,$190.00 ,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,7,22,22,159,58,6,4.99,4.96,4.97,4.97,4.96,4.91,4.87,1,1,0,0,4.9,1,0,1,1,0,0,0,Brooklyn
0%,0%,1.0,1.0,t,Crown Heights,40.67768,-73.94068,2,1.0,1.0,$100.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,179,43,0,0,4.4,4.56,4.09,4.74,4.93,4.84,4.47,1,1,0,0,1.14,0,1,1,0,0,0,0,Brooklyn
50%,,1.0,1.0,t,Crown Heights,40.67667,-73.95273,2,1.0,1.0,$75.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,29,59,89,364,5,0,0,4.75,5.0,4.5,4.5,4.75,5.0,4.75,1,0,1,0,0.12,0,0,1,0,0,1,0,Brooklyn
100%,89%,2.0,2.0,t,St. Albans,40.70453,-73.76203,1,1.0,1.0,$45.00 ,2,31,2.0,2.0,31.0,31.0,2.0,31.0,26,56,86,265,47,5,1,4.85,4.91,4.87,4.98,4.94,4.79,4.72,2,0,2,0,1.61,1,1,1,0,0,1,0,Queens
100%,100%,1.0,1.0,t,City Island,40.84791,-73.78833,4,1.0,2.0,$102.00 ,2,60,2.0,2.0,60.0,60.0,2.0,60.0,10,23,40,133,79,25,1,4.92,4.95,4.97,4.97,4.97,4.96,4.9,1,1,0,0,2.22,1,0,1,0,0,0,0,Bronx
100%,74%,4.0,4.0,t,West Brighton,40.63414,-74.1135,1,1.0,,$40.00 ,30,371,30.0,30.0,371.0,371.0,30.0,371.0,0,0,4,279,9,3,1,4.78,4.78,4.78,4.89,4.67,4.78,4.89,6,0,6,0,0.32,1,1,1,0,0,1,0,Staten Island
100%,95%,1.0,1.0,t,Park Slope,40.6726,-73.98226,5,3.0,4.0,$332.00 ,2,365,2.0,3.0,365.0,365.0,2.0,365.0,12,16,44,278,175,60,3,4.98,4.98,4.99,4.98,4.98,4.99,4.91,1,1,0,0,5.73,1,1,1,0,0,0,0,Brooklyn
